run,model,path,peak_iteration,peak_step,peak_triplet,final_fe,early_triplets,stats_file,loss,nll,variance_scaler
GP_Ph_F62,GP_Ph_F,GP_Ph_F/GP_Ph_F62,7,5,27,0.2452333333333333,12 18 14,stats_20.csv,-1.4408066272735596,,
GP_Ph_F64,GP_Ph_F,GP_Ph_F/GP_Ph_F64,7,5,27,0.2452333333333333,16 28 18,stats_20.csv,-1.378566026687622,,
GP_Ph_F76,GP_Ph_F,GP_Ph_F/GP_Ph_F76,7,5,27,0.2452333333333333,7 9 16,stats_14.csv,-1.7720375061035156,,
GP_Ph_F8,GP_Ph_F,GP_Ph_F/GP_Ph_F8,7,5,27,0.2452333333333333,6 12 21,stats_21.csv,-1.2947156429290771,,
GP_Ph_F83,GP_Ph_F,GP_Ph_F/GP_Ph_F83,7,5,27,0.2452333333333333,18 3 28,stats_19.csv,-1.4596987962722778,,
GP_Ph_F88,GP_Ph_F,GP_Ph_F/GP_Ph_F88,7,5,27,0.2452333333333333,20 0 17,stats_19.csv,-1.4740177392959597,,
GP_Ph_F10,GP_Ph_F,GP_Ph_F/GP_Ph_F10,8,6,27,0.2452333333333333,4 20 9,stats_19.csv,-1.503103733062744,,
GP_Ph_F3,GP_Ph_F,GP_Ph_F/GP_Ph_F3,8,6,27,0.2452333333333333,13 1 15,stats_18.csv,-1.3522592782974243,,
GP_Ph_F31,GP_Ph_F,GP_Ph_F/GP_Ph_F31,8,6,27,0.2452333333333333,12 4 23,stats_18.csv,-1.63333261013031,,
GP_Ph_F35,GP_Ph_F,GP_Ph_F/GP_Ph_F35,8,6,27,0.2452333333333333,24 2 13,stats_14.csv,-1.7829660177230835,,
GP_Ph_F36,GP_Ph_F,GP_Ph_F/GP_Ph_F36,8,6,27,0.2452333333333333,17 6 25,stats_18.csv,-1.8582383394241333,,
GP_Ph_F4,GP_Ph_F,GP_Ph_F/GP_Ph_F4,8,6,27,0.2452333333333333,9 11 3,stats_19.csv,-1.4344202280044556,,
GP_Ph_F55,GP_Ph_F,GP_Ph_F/GP_Ph_F55,8,6,27,0.2452333333333333,28 4 7,stats_16.csv,-1.6069998741149902,,
GP_Ph_F59,GP_Ph_F,GP_Ph_F/GP_Ph_F59,8,6,27,0.2452333333333333,15 20 11,stats_24.csv,-1.4102330207824707,,
GP_Ph_F63,GP_Ph_F,GP_Ph_F/GP_Ph_F63,8,6,27,0.2452333333333333,2 6 15,stats_20.csv,-1.4321162700653076,,
GP_Ph_F68,GP_Ph_F,GP_Ph_F/GP_Ph_F68,8,6,27,0.2452333333333333,15 5 29,stats_18.csv,-1.462676167488098,,
GP_Ph_F69,GP_Ph_F,GP_Ph_F/GP_Ph_F69,8,6,27,0.2452333333333333,16 6 19,stats_17.csv,-1.488751769065857,,
GP_Ph_F78,GP_Ph_F,GP_Ph_F/GP_Ph_F78,8,6,27,0.2452333333333333,17 12 5,stats_20.csv,-1.6274316310882568,,
GP_Ph_F89,GP_Ph_F,GP_Ph_F/GP_Ph_F89,8,6,27,0.2452333333333333,4 17 1,stats_14.csv,-1.472407579421997,,
GP_Ph_F9,GP_Ph_F,GP_Ph_F/GP_Ph_F9,8,6,27,0.2452333333333333,12 13 20,stats_21.csv,-1.735026717185974,,
GP_Ph_F93,GP_Ph_F,GP_Ph_F/GP_Ph_F93,8,6,27,0.2452333333333333,13 6 28,stats_15.csv,-1.490544319152832,,
GP_Ph_F95,GP_Ph_F,GP_Ph_F/GP_Ph_F95,8,6,27,0.2452333333333333,6 21 13,stats_18.csv,-1.846844792366028,,
GP_Ph_F0,GP_Ph_F,GP_Ph_F/GP_Ph_F0,9,7,27,0.2452333333333333,28 6 12,stats_18.csv,-1.9353526830673216,,
GP_Ph_F17,GP_Ph_F,GP_Ph_F/GP_Ph_F17,9,7,27,0.2452333333333333,22 26 13,stats_16.csv,-1.529909372329712,,
GP_Ph_F18,GP_Ph_F,GP_Ph_F/GP_Ph_F18,9,7,27,0.2452333333333333,22 17 11,stats_22.csv,-1.6460057497024536,,
GP_Ph_F28,GP_Ph_F,GP_Ph_F/GP_Ph_F28,9,7,27,0.2452333333333333,22 29 17,stats_19.csv,-1.643016695976257,,
GP_Ph_F34,GP_Ph_F,GP_Ph_F/GP_Ph_F34,9,7,27,0.2452333333333333,14 6 19,stats_19.csv,-1.424523115158081,,
GP_Ph_F52,GP_Ph_F,GP_Ph_F/GP_Ph_F52,9,7,27,0.2452333333333333,22 20 10,stats_21.csv,-1.5926774740219116,,
GP_Ph_F54,GP_Ph_F,GP_Ph_F/GP_Ph_F54,9,7,27,0.2452333333333333,28 4 11,stats_19.csv,-1.5897207260131836,,
GP_Ph_F70,GP_Ph_F,GP_Ph_F/GP_Ph_F70,9,7,27,0.2452333333333333,7 15 19,stats_21.csv,-1.6488151550292969,,
GP_Ph_F84,GP_Ph_F,GP_Ph_F/GP_Ph_F84,9,7,27,0.2452333333333333,4 19 14,stats_17.csv,-1.553478717803955,,
GP_Ph_F13,GP_Ph_F,GP_Ph_F/GP_Ph_F13,10,8,27,0.2452333333333333,21 6 17,stats_16.csv,-1.3602521419525146,,
GP_Ph_F50,GP_Ph_F,GP_Ph_F/GP_Ph_F50,10,8,27,0.2452333333333333,6 24 18,stats_13.csv,-1.2819284200668335,,
GP_Ph_F53,GP_Ph_F,GP_Ph_F/GP_Ph_F53,10,8,27,0.2452333333333333,29 19 11,stats_22.csv,-1.5840080976486206,,
GP_Ph_F67,GP_Ph_F,GP_Ph_F/GP_Ph_F67,10,8,27,0.2452333333333333,14 7 11,stats_21.csv,-1.4947302341461182,,
GP_Ph_F19,GP_Ph_F,GP_Ph_F/GP_Ph_F19,11,9,27,0.2452333333333333,6 11 1,stats_20.csv,-1.3737903833389282,,
GP_Ph_F20,GP_Ph_F,GP_Ph_F/GP_Ph_F20,11,9,27,0.2452333333333333,0 19 6,stats_20.csv,-1.7179286479949951,,
GP_Ph_F38,GP_Ph_F,GP_Ph_F/GP_Ph_F38,11,9,27,0.2452333333333333,12 1 11,stats_19.csv,-1.4533839225769043,,
GP_Ph_F51,GP_Ph_F,GP_Ph_F/GP_Ph_F51,11,9,27,0.2452333333333333,10 15 20,stats_20.csv,-1.717644214630127,,
GP_Ph_F66,GP_Ph_F,GP_Ph_F/GP_Ph_F66,11,9,27,0.2452333333333333,15 10 4,stats_19.csv,-1.3704845905303955,,
GP_Ph_F47,GP_Ph_F,GP_Ph_F/GP_Ph_F47,12,10,27,0.2452333333333333,9 21 25,stats_14.csv,-1.6312073469161987,,
GP_Ph_F37,GP_Ph_F,GP_Ph_F/GP_Ph_F37,14,12,27,0.2452333333333333,3 4 18,stats_20.csv,-1.4889062643051147,,
Ph_F59,Ph_F,Ph_F/Ph_F59,0,-2,27,0.2452333333333333,27 8 25,stats_26.csv,0.0061869863420724,-1.5897802114486694,6.975296974182129
Ph_F69,Ph_F,Ph_F/Ph_F69,0,-2,27,0.2452333333333333,27 24 19,stats_26.csv,0.0058562909252941,-1.5928295850753784,6.974031925201416
Ph_F78,Ph_F,Ph_F/Ph_F78,0,-2,27,0.2452333333333333,27 12 9,stats_26.csv,0.0050644362345337,-1.6065744161605835,6.976128578186035
Ph_F96,Ph_F,Ph_F/Ph_F96,0,-2,27,0.2452333333333333,27 3 22,stats_26.csv,0.0051664542406797,-1.6263483762741089,6.972143650054932
Ph_F80,Ph_F,Ph_F/Ph_F80,1,-1,27,0.2452333333333333,17 27 2,stats_26.csv,0.0050036986358463,-1.597082018852234,6.970924377441406
Ph_F97,Ph_F,Ph_F/Ph_F97,1,-1,27,0.2452333333333333,10 27 14,stats_26.csv,0.0060254172421991,-1.5938475131988523,6.977046966552734
Ph_F28,Ph_F,Ph_F/Ph_F28,2,0,27,0.2452333333333333,9 28 27,stats_26.csv,0.0048993495292961,-1.645785570144653,6.972513675689697
Ph_F91,Ph_F,Ph_F/Ph_F91,2,0,27,0.2452333333333333,23 25 27,stats_26.csv,0.0070550134405493,-1.6096422672271729,6.973448753356934
Ph_F92,Ph_F,Ph_F/Ph_F92,2,0,27,0.2452333333333333,12 17 27,stats_26.csv,0.0039702947251498,-1.6874055862426758,6.975348949432373
Ph_F13,Ph_F,Ph_F/Ph_F13,4,2,27,0.2452333333333333,24 29 20,stats_26.csv,0.0047212247736752,-1.6076593399047852,6.975232601165772
Ph_F25,Ph_F,Ph_F/Ph_F25,4,2,27,0.2452333333333333,28 24 11,stats_26.csv,0.0056152562610805,-1.585118055343628,6.974866390228272
Ph_F27,Ph_F,Ph_F/Ph_F27,4,2,27,0.2452333333333333,17 20 9,stats_26.csv,0.0053866948001086,-1.5716850757598877,6.9771599769592285
Ph_F76,Ph_F,Ph_F/Ph_F76,4,2,27,0.2452333333333333,26 19 13,stats_26.csv,0.0053976820781826,-1.602653741836548,6.9741716384887695
Ph_F19,Ph_F,Ph_F/Ph_F19,5,3,27,0.2452333333333333,4 19 29,stats_26.csv,0.0057303276844322,-1.597591757774353,6.973214149475098
Ph_F22,Ph_F,Ph_F/Ph_F22,5,3,27,0.2452333333333333,22 12 3,stats_26.csv,0.0045334342867136,-1.627532958984375,6.974020481109619
Ph_F24,Ph_F,Ph_F/Ph_F24,5,3,27,0.2452333333333333,3 12 10,stats_26.csv,0.005278518423438,-1.610519528388977,6.974880695343018
Ph_F3,Ph_F,Ph_F/Ph_F3,5,3,27,0.2452333333333333,22 28 26,stats_26.csv,0.0049375710077583,-1.617969036102295,6.977389335632324
Ph_F36,Ph_F,Ph_F/Ph_F36,5,3,27,0.2452333333333333,7 24 9,stats_26.csv,0.0052520614117383,-1.5971757173538208,6.972686767578125
Ph_F37,Ph_F,Ph_F/Ph_F37,5,3,27,0.2452333333333333,3 2 26,stats_26.csv,0.0049767331220209,-1.6647096872329712,6.974000930786133
Ph_F38,Ph_F,Ph_F/Ph_F38,5,3,27,0.2452333333333333,3 5 23,stats_26.csv,0.0051752100698649,-1.6176902055740356,6.9766764640808105
Ph_F4,Ph_F,Ph_F/Ph_F4,5,3,27,0.2452333333333333,10 7 2,stats_26.csv,0.0053904773667454,-1.6045209169387815,6.974043846130371
Ph_F40,Ph_F,Ph_F/Ph_F40,5,3,27,0.2452333333333333,2 20 13,stats_26.csv,0.0048634470440447,-1.6274592876434326,6.978600025177002
Ph_F45,Ph_F,Ph_F/Ph_F45,5,3,27,0.2452333333333333,16 5 15,stats_26.csv,0.0051275910809636,-1.5936208963394165,6.974218845367432
Ph_F48,Ph_F,Ph_F/Ph_F48,5,3,27,0.2452333333333333,22 17 25,stats_26.csv,0.0051357932388782,-1.618786334991455,6.975012302398682
Ph_F51,Ph_F,Ph_F/Ph_F51,5,3,27,0.2452333333333333,3 9 28,stats_26.csv,0.0043451320379972,-1.6371062994003296,6.976153373718262
Ph_F58,Ph_F,Ph_F/Ph_F58,5,3,27,0.2452333333333333,17 2 29,stats_26.csv,0.0043143993243575,-1.6511226892471311,6.9758830070495605
Ph_F60,Ph_F,Ph_F/Ph_F60,5,3,27,0.2452333333333333,15 20 29,stats_26.csv,0.0053606242872774,-1.616184949874878,6.972978115081787
Ph_F63,Ph_F,Ph_F/Ph_F63,5,3,27,0.2452333333333333,28 29 26,stats_26.csv,0.0042486134916543,-1.6876139640808103,6.973426342010498
Ph_F64,Ph_F,Ph_F/Ph_F64,5,3,27,0.2452333333333333,28 26 17,stats_26.csv,0.0061870636418461,-1.630087971687317,6.972025394439697
Ph_F72,Ph_F,Ph_F/Ph_F72,5,3,27,0.2452333333333333,19 23 17,stats_26.csv,0.005809829570353,-1.627225637435913,6.973691940307617
Ph_F75,Ph_F,Ph_F/Ph_F75,5,3,27,0.2452333333333333,10 3 26,stats_26.csv,0.0056252484209835,-1.6134997606277466,6.97321081161499
Ph_F79,Ph_F,Ph_F/Ph_F79,5,3,27,0.2452333333333333,19 23 17,stats_26.csv,0.0059140492230653,-1.5832185745239258,6.973723888397217
Ph_F8,Ph_F,Ph_F/Ph_F8,5,3,27,0.2452333333333333,17 12 10,stats_26.csv,0.0047839595936238,-1.6192567348480225,6.975031852722168
Ph_F83,Ph_F,Ph_F/Ph_F83,5,3,27,0.2452333333333333,20 23 24,stats_26.csv,0.0049599097110331,-1.6191076040267944,6.974774360656738
Ph_F84,Ph_F,Ph_F/Ph_F84,5,3,27,0.2452333333333333,10 0 15,stats_26.csv,0.0046271188184618,-1.6561212539672852,6.973932266235352
Ph_F88,Ph_F,Ph_F/Ph_F88,5,3,27,0.2452333333333333,28 11 0,stats_26.csv,0.0048449975438416,-1.6143416166305542,6.974712371826172
Ph_F89,Ph_F,Ph_F/Ph_F89,5,3,27,0.2452333333333333,3 9 13,stats_26.csv,0.0055489176884293,-1.6261634826660156,6.973649501800537
Ph_F9,Ph_F,Ph_F/Ph_F9,5,3,27,0.2452333333333333,16 9 20,stats_26.csv,0.0054671391844749,-1.6117620468139648,6.976006031036377
Ph_F95,Ph_F,Ph_F/Ph_F95,5,3,27,0.2452333333333333,26 18 9,stats_26.csv,0.0054380861110985,-1.6188757419586182,6.974508285522461
Ph_F98,Ph_F,Ph_F/Ph_F98,5,3,27,0.2452333333333333,1 18 24,stats_26.csv,0.0048029078170657,-1.6641838550567627,6.98087739944458
Ph_F99,Ph_F,Ph_F/Ph_F99,5,3,27,0.2452333333333333,24 2 12,stats_26.csv,0.0056823035702109,-1.5948195457458496,6.97256326675415
Ph_F10,Ph_F,Ph_F/Ph_F10,6,4,27,0.2452333333333333,12 22 28,stats_26.csv,0.0051211495883762,-1.5940828323364258,6.973678588867188
Ph_F17,Ph_F,Ph_F/Ph_F17,6,4,27,0.2452333333333333,13 3 18,stats_26.csv,0.0046755108051002,-1.617095947265625,6.976989269256592
Ph_F29,Ph_F,Ph_F/Ph_F29,6,4,27,0.2452333333333333,7 26 3,stats_26.csv,0.0051011578179895,-1.6178494691848757,6.974062919616699
Ph_F42,Ph_F,Ph_F/Ph_F42,6,4,27,0.2452333333333333,19 25 3,stats_26.csv,0.0049652573652565,-1.616909384727478,6.974578857421875
Ph_F44,Ph_F,Ph_F/Ph_F44,6,4,27,0.2452333333333333,9 22 25,stats_26.csv,0.0054382742382586,-1.5871824026107788,6.977639675140381
Ph_F49,Ph_F,Ph_F/Ph_F49,6,4,27,0.2452333333333333,9 28 2,stats_26.csv,0.0044478927738964,-1.634139895439148,6.974279880523682
Ph_F52,Ph_F,Ph_F/Ph_F52,6,4,27,0.2452333333333333,25 20 5,stats_26.csv,0.0048248656094074,-1.6434922218322754,6.976845741271973
Ph_F53,Ph_F,Ph_F/Ph_F53,6,4,27,0.2452333333333333,12 5 2,stats_26.csv,0.0045175896957516,-1.588133692741394,6.973578453063965
Ph_F54,Ph_F,Ph_F/Ph_F54,6,4,27,0.2452333333333333,20 7 16,stats_26.csv,0.005916001740843,-1.566303849220276,6.9740190505981445
Ph_F56,Ph_F,Ph_F/Ph_F56,6,4,27,0.2452333333333333,21 12 19,stats_26.csv,0.0048307715915143,-1.6425517797470093,6.977675914764404
Ph_F57,Ph_F,Ph_F/Ph_F57,6,4,27,0.2452333333333333,9 28 17,stats_26.csv,0.0048190872184932,-1.6066105365753174,6.974462985992432
Ph_F6,Ph_F,Ph_F/Ph_F6,6,4,27,0.2452333333333333,3 26 12,stats_26.csv,0.0062764147296547,-1.603714108467102,6.972763538360596
Ph_F67,Ph_F,Ph_F/Ph_F67,6,4,27,0.2452333333333333,16 12 21,stats_26.csv,0.0053402190096676,-1.6051729917526243,6.973030090332031
Ph_F86,Ph_F,Ph_F/Ph_F86,6,4,27,0.2452333333333333,21 9 1,stats_26.csv,0.0065599898807704,-1.5663385391235352,6.977072715759277
Ph_F93,Ph_F,Ph_F/Ph_F93,6,4,27,0.2452333333333333,3 28 5,stats_26.csv,0.0069457637146115,-1.6151312589645386,6.972686290740967
Ph_F0,Ph_F,Ph_F/Ph_F0,7,5,27,0.2452333333333333,16 25 21,stats_26.csv,0.0043973801657557,-1.6491453647613523,6.975164890289307
Ph_F11,Ph_F,Ph_F/Ph_F11,7,5,27,0.2452333333333333,29 21 7,stats_26.csv,0.0055406033061444,-1.585649490356445,6.9744415283203125
Ph_F15,Ph_F,Ph_F/Ph_F15,7,5,27,0.2452333333333333,13 8 29,stats_26.csv,0.0055807549506425,-1.5891947746276855,6.973276138305664
Ph_F18,Ph_F,Ph_F/Ph_F18,7,5,27,0.2452333333333333,12 1 18,stats_26.csv,0.0049244430847465,-1.6215693950653076,6.977428913116455
Ph_F2,Ph_F,Ph_F/Ph_F2,7,5,27,0.2452333333333333,1 13 5,stats_26.csv,0.0049609937705099,-1.6151028871536257,6.971668243408203
Ph_F23,Ph_F,Ph_F/Ph_F23,7,5,27,0.2452333333333333,0 21 22,stats_26.csv,0.0056174402125179,-1.5861117839813232,6.976885795593262
Ph_F30,Ph_F,Ph_F/Ph_F30,7,5,27,0.2452333333333333,15 4 10,stats_26.csv,0.0052458001300692,-1.6033388376235962,6.974225521087647
Ph_F31,Ph_F,Ph_F/Ph_F31,7,5,27,0.2452333333333333,11 13 12,stats_26.csv,0.0052709165029227,-1.601822018623352,6.978775024414063
Ph_F32,Ph_F,Ph_F/Ph_F32,7,5,27,0.2452333333333333,12 18 13,stats_26.csv,0.005277473013848,-1.6187680959701538,6.973204612731934
Ph_F34,Ph_F,Ph_F/Ph_F34,7,5,27,0.2452333333333333,5 1 29,stats_26.csv,0.0046336045488715,-1.615962266921997,6.974526405334473
Ph_F43,Ph_F,Ph_F/Ph_F43,7,5,27,0.2452333333333333,0 1 12,stats_26.csv,0.0051567056216299,-1.5917112827301023,6.975025653839111
Ph_F46,Ph_F,Ph_F/Ph_F46,7,5,27,0.2452333333333333,24 5 26,stats_26.csv,0.0056123249232769,-1.57155179977417,6.9750752449035645
Ph_F5,Ph_F,Ph_F/Ph_F5,7,5,27,0.2452333333333333,7 3 20,stats_26.csv,0.0053106765262782,-1.5856841802597046,6.9728288650512695
Ph_F55,Ph_F,Ph_F/Ph_F55,7,5,27,0.2452333333333333,17 3 8,stats_26.csv,0.0048025306314229,-1.6097688674926758,6.97233772277832
Ph_F62,Ph_F,Ph_F/Ph_F62,7,5,27,0.2452333333333333,12 13 10,stats_26.csv,0.0048752767033874,-1.6281629800796509,6.9761576652526855
Ph_F65,Ph_F,Ph_F/Ph_F65,7,5,27,0.2452333333333333,3 14 13,stats_26.csv,0.0058376062661409,-1.610029220581055,6.974185466766357
Ph_F68,Ph_F,Ph_F/Ph_F68,7,5,27,0.2452333333333333,11 5 8,stats_26.csv,0.0048254574649035,-1.6053459644317627,6.978594779968262
Ph_F7,Ph_F,Ph_F/Ph_F7,7,5,27,0.2452333333333333,20 7 23,stats_26.csv,0.0044416096061468,-1.6262561082839966,6.97517728805542
Ph_F71,Ph_F,Ph_F/Ph_F71,7,5,27,0.2452333333333333,21 18 22,stats_26.csv,0.0041498597711324,-1.6498655080795288,6.974745273590088
Ph_F73,Ph_F,Ph_F/Ph_F73,7,5,27,0.2452333333333333,16 21 5,stats_26.csv,0.0048893396742641,-1.601078748703003,6.974558830261231
Ph_F74,Ph_F,Ph_F/Ph_F74,7,5,27,0.2452333333333333,24 16 21,stats_26.csv,0.0048378207720816,-1.5951261520385742,6.973106861114502
Ph_F77,Ph_F,Ph_F/Ph_F77,7,5,27,0.2452333333333333,8 14 19,stats_26.csv,0.0052674245089292,-1.5702844858169556,6.975943088531494
Ph_F85,Ph_F,Ph_F/Ph_F85,7,5,27,0.2452333333333333,23 20 0,stats_26.csv,0.004955815616995,-1.614925742149353,6.974866390228272
Ph_F90,Ph_F,Ph_F/Ph_F90,7,5,27,0.2452333333333333,6 2 10,stats_26.csv,0.0052220984362065,-1.6040014028549194,6.977078437805176
Ph_F33,Ph_F,Ph_F/Ph_F33,8,6,27,0.2452333333333333,23 5 21,stats_26.csv,0.0043110707774758,-1.638548731803894,6.977494716644287
Ph_F35,Ph_F,Ph_F/Ph_F35,8,6,27,0.2452333333333333,18 10 29,stats_26.csv,0.0059987981803715,-1.6296260356903076,6.972002983093262
Ph_F41,Ph_F,Ph_F/Ph_F41,8,6,27,0.2452333333333333,18 29 3,stats_26.csv,0.0049314554780721,-1.647321343421936,6.970869541168213
Ph_F50,Ph_F,Ph_F/Ph_F50,8,6,27,0.2452333333333333,9 18 4,stats_26.csv,0.0044371718540787,-1.6121584177017212,6.9815521240234375
Ph_F61,Ph_F,Ph_F/Ph_F61,8,6,27,0.2452333333333333,25 10 28,stats_26.csv,0.005636949557811,-1.5859273672103882,6.973111629486084
Ph_F70,Ph_F,Ph_F/Ph_F70,8,6,27,0.2452333333333333,16 0 23,stats_26.csv,0.003921405877918,-1.652247667312622,6.976372718811035
Ph_F81,Ph_F,Ph_F/Ph_F81,8,6,27,0.2452333333333333,15 6 2,stats_26.csv,0.0049824952147901,-1.5806256532669067,6.97830867767334
Ph_F82,Ph_F,Ph_F/Ph_F82,8,6,27,0.2452333333333333,6 23 9,stats_26.csv,0.0054354579187929,-1.614750623703003,6.980009078979492
Ph_F87,Ph_F,Ph_F/Ph_F87,8,6,27,0.2452333333333333,22 29 7,stats_26.csv,0.0052527831867337,-1.5864604711532593,6.978183269500732
Ph_F94,Ph_F,Ph_F/Ph_F94,8,6,27,0.2452333333333333,5 29 25,stats_26.csv,0.0059613930061459,-1.5989874601364136,6.975859642028809
Ph_F12,Ph_F,Ph_F/Ph_F12,9,7,27,0.2452333333333333,1 6 11,stats_26.csv,0.0050105471163988,-1.6095924377441406,6.9738359451293945
Ph_F16,Ph_F,Ph_F/Ph_F16,9,7,27,0.2452333333333333,20 24 6,stats_26.csv,0.0061355284415185,-1.5752475261688232,6.974204063415527
Ph_F21,Ph_F,Ph_F/Ph_F21,9,7,27,0.2452333333333333,5 21 14,stats_26.csv,0.0053942706435918,-1.626248121261597,6.974910736083984
Ph_F26,Ph_F,Ph_F/Ph_F26,9,7,27,0.2452333333333333,16 20 25,stats_26.csv,0.0049960785545408,-1.5932021141052246,6.975916862487793
Ph_F14,Ph_F,Ph_F/Ph_F14,10,8,27,0.2452333333333333,4 6 14,stats_26.csv,0.0046822694130241,-1.6436848640441897,6.973874092102051
Ph_F20,Ph_F,Ph_F/Ph_F20,10,8,27,0.2452333333333333,4 28 12,stats_26.csv,0.0048620393499732,-1.599501371383667,6.970858573913574
Ph_F39,Ph_F,Ph_F/Ph_F39,10,8,27,0.2452333333333333,6 25 19,stats_26.csv,0.004054931923747,-1.639631986618042,6.974369525909424
Ph_F47,Ph_F,Ph_F/Ph_F47,11,9,27,0.2452333333333333,11 19 3,stats_26.csv,0.005104708019644,-1.6584391593933103,6.977091312408447
Ph_F66,Ph_F,Ph_F/Ph_F66,11,9,27,0.2452333333333333,2 7 6,stats_26.csv,0.0057979286648333,-1.6100088357925415,6.973557472229004
Ph_F1,Ph_F,Ph_F/Ph_F1,13,11,27,0.2452333333333333,2 22 6,stats_26.csv,0.0050131273455917,-1.618425369262695,6.974170684814453